s2_token,total
80858012a4000000,1
80858012ac000000,1
80858012b4000000,1
80858012bc000000,1
80858012c4000000,1
80858012cc000000,1
80858012d4000000,1
80858012dc000000,1
80858012e4000000,1
80858012ec000000,1
80858012f4000000,1
80858012fc000000,1
808580131c000000,1
8085801324000000,1
808580132c000000,1
8085801334000000,1
808580133c000000,1
808580134c000000,1
80858042ac000000,1
80858042b4000000,1
80858042cc000000,1
80858042d4000000,1
808580432c000000,1
80858044dc000000,1
8085804504000000,1
808580450c000000,1
8085804514000000,1
808580451c000000,1
8085804524000000,1
808580452c000000,1
8085804534000000,1
808580453c000000,1
8085804544000000,1
808580454c000000,1
8085804554000000,1
808580455c000000,1
8085804564000000,1
808580456c000000,1
8085804574000000,1
808580457c000000,1
8085804584000000,1
808580458c000000,1
8085804594000000,1
808580459c000000,1
80858045a4000000,1
80858045ac000000,1
80858045b4000000,1
80858045bc000000,1
80858045c4000000,1
80858045cc000000,1
80858045ec000000,1
80858045f4000000,1
80858045fc000000,1
8085804c2c000000,1
8085804c34000000,1
8085804d0c000000,1
8085804d5c000000,1
8085804d64000000,1
8085804d6c000000,1
8085804d74000000,1
8085804d7c000000,1
8085804d84000000,1
8085804d8c000000,1
8085804d94000000,1
8085804d9c000000,1
8085804da4000000,1
8085804db4000000,1
8085804dbc000000,1
8085804dc4000000,1
8085804dcc000000,1
8085804dd4000000,1
8085804ddc000000,1
8085804de4000000,1
8085804dec000000,1
8085804df4000000,1
8085804dfc000000,1
8085804e04000000,1
8085804e0c000000,1
8085804e14000000,1
8085804e1c000000,1
8085804e24000000,1
8085804e2c000000,1
8085804e34000000,1
8085804e3c000000,1
8085804e44000000,1
8085804e4c000000,1
8085804e54000000,1
8085804e5c000000,1
8085804e64000000,1
8085804e6c000000,1
8085804e74000000,1
8085804e7c000000,1
8085804e84000000,1
8085804e8c000000,1
8085804e94000000,1
8085804e9c000000,1
8085804ec4000000,1
8085804edc000000,1
8085804ee4000000,1
8085804eec000000,1
8085804ef4000000,1
8085804efc000000,1
8085804f04000000,1
8085804f0c000000,1
8085804f14000000,1
8085804f1c000000,1
8085804f24000000,1
8085804f34000000,1
8085804f3c000000,1
8085804f44000000,1
8085804f4c000000,1
8085804f54000000,1
8085804f5c000000,1
8085804f64000000,1
8085804f6c000000,1
8085804f74000000,1
8085804f7c000000,1
8085804f84000000,1
8085804f8c000000,1
8085804f94000000,1
8085804f9c000000,1
8085804fa4000000,1
8085804fac000000,1
8085804fb4000000,1
8085804fbc000000,1
8085804fc4000000,1
8085804fcc000000,1
8085804fd4000000,1
8085804fdc000000,1
8085804fe4000000,1
8085804fec000000,1
8085804ff4000000,1
8085804ffc000000,1
8085805004000000,1
808580500c000000,1
8085805014000000,1
808580501c000000,1
8085805024000000,1
808580502c000000,1
8085805034000000,1
808580503c000000,1
8085805044000000,1
808580504c000000,1
8085805054000000,1
808580505c000000,1
8085805064000000,1
808580506c000000,1
8085805074000000,1
808580507c000000,1
8085805084000000,1
808580508c000000,1
8085805094000000,1
808580509c000000,1
80858050a4000000,1
80858050ac000000,1
80858050b4000000,1
80858050bc000000,1
80858050c4000000,1
80858050cc000000,1
80858050d4000000,1
80858050dc000000,1
80858050e4000000,1
80858050ec000000,1
80858050f4000000,1
80858050fc000000,1
8085805104000000,1
808580510c000000,1
8085805114000000,1
808580511c000000,1
8085805124000000,1
808580512c000000,1
8085805134000000,1
808580513c000000,1
8085805144000000,1
808580514c000000,1
8085805154000000,1
808580515c000000,1
8085805164000000,1
808580516c000000,1
8085805174000000,1
808580517c000000,1
8085805184000000,1
808580518c000000,1
8085805194000000,1
808580519c000000,1
80858051a4000000,1
80858051ac000000,1
80858051b4000000,1
80858051bc000000,1
80858051c4000000,1
80858051cc000000,1
80858051d4000000,1
80858051dc000000,1
80858051e4000000,1
80858051ec000000,1
80858051f4000000,1
80858051fc000000,1
8085805204000000,1
808580520c000000,1
8085805214000000,1
808580521c000000,1
8085805224000000,1
808580522c000000,1
8085805234000000,1
808580523c000000,1
8085805244000000,1
808580524c000000,1
8085805254000000,1
808580525c000000,1
8085805264000000,1
808580526c000000,1
8085805274000000,1
808580527c000000,1
8085805284000000,1
808580528c000000,1
8085805294000000,1
808580529c000000,1
80858052a4000000,1
80858052ac000000,1
80858052b4000000,1
80858052bc000000,1
80858052c4000000,1
80858052cc000000,1
80858052d4000000,1
80858052dc000000,1
80858052e4000000,1
80858052ec000000,1
80858052f4000000,1
80858052fc000000,1
8085805304000000,1
808580530c000000,1
8085805314000000,1
808580531c000000,1
8085805324000000,1
808580532c000000,1
8085805334000000,1
808580533c000000,1
8085805344000000,1
808580534c000000,1
8085805354000000,1
808580535c000000,1
8085805364000000,1
808580536c000000,1
8085805374000000,1
808580537c000000,1
8085805384000000,1
808580538c000000,1
8085805394000000,1
808580539c000000,1
80858053a4000000,1
80858053ac000000,1
80858053b4000000,1
80858053bc000000,1
80858053c4000000,1
80858053cc000000,1
80858053d4000000,1
80858053dc000000,1
80858053e4000000,1
80858053ec000000,1
80858053f4000000,1
80858053fc000000,1
8085805404000000,1
808580540c000000,1
8085805414000000,1
808580541c000000,1
8085805424000000,1
808580542c000000,1
8085805434000000,1
808580543c000000,1
8085805444000000,1
808580544c000000,1
8085805454000000,1
808580545c000000,1
8085805464000000,1
808580546c000000,1
8085805474000000,1
808580547c000000,1
8085805484000000,1
808580548c000000,1
8085805494000000,1
808580549c000000,1
80858054a4000000,1
80858054ac000000,1
80858054b4000000,1
80858054bc000000,1
80858054c4000000,1
80858054cc000000,1
80858054d4000000,1
80858054dc000000,1
80858054e4000000,1
80858054ec000000,1
80858054f4000000,1
80858054fc000000,1
8085805504000000,1
808580550c000000,1
8085805514000000,1
808580551c000000,1
8085805524000000,1
808580552c000000,1
8085805534000000,1
808580553c000000,1
8085805544000000,1
808580554c000000,1
8085805554000000,1
808580555c000000,1
8085805564000000,1
808580556c000000,1
8085805574000000,1
808580557c000000,1
8085805584000000,1
808580558c000000,1
8085805594000000,1
808580559c000000,1
80858055a4000000,1
80858055ac000000,1
80858055b4000000,1
80858055bc000000,1
80858055c4000000,1
80858055cc000000,1
80858055d4000000,1
80858055dc000000,1
80858055e4000000,1
80858055ec000000,1
80858055f4000000,1
80858055fc000000,1
8085805604000000,1
808580560c000000,1
8085805614000000,1
808580561c000000,1
8085805624000000,1
808580562c000000,1
8085805634000000,1
808580563c000000,1
8085805644000000,1
808580564c000000,1
8085805654000000,1
808580565c000000,1
8085805664000000,1
808580566c000000,1
8085805674000000,1
808580567c000000,1
8085805684000000,1
808580568c000000,1
8085805694000000,1
808580569c000000,1
80858056a4000000,1
80858056ac000000,1
80858056b4000000,1
80858056bc000000,1
80858056c4000000,1
80858056cc000000,1
80858056d4000000,1
80858056dc000000,1
80858056e4000000,1
80858056ec000000,1
80858056f4000000,1
80858056fc000000,1
8085805704000000,1
808580570c000000,1
8085805714000000,1
808580571c000000,1
8085805724000000,1
808580572c000000,1
8085805734000000,1
808580573c000000,1
8085805744000000,1
808580574c000000,1
8085805754000000,1
808580575c000000,1
8085805764000000,1
808580576c000000,1
8085805774000000,1
808580577c000000,1
8085805784000000,1
808580578c000000,1
8085805794000000,1
808580579c000000,1
80858057a4000000,1
80858057ac000000,1
80858057b4000000,1
80858057bc000000,1
80858057c4000000,1
80858057cc000000,1
80858057d4000000,1
80858057dc000000,1
80858057e4000000,1
80858057ec000000,1
80858057f4000000,1
80858057fc000000,1
8085805804000000,1
808580580c000000,1
8085805814000000,1
808580581c000000,1
8085805824000000,1
808580582c000000,1
8085805834000000,1
808580583c000000,1
8085805844000000,1
808580584c000000,1
8085805854000000,1
808580585c000000,1
8085805864000000,1
808580586c000000,1
8085805874000000,1
808580587c000000,1
8085805884000000,1
808580588c000000,1
8085805894000000,1
808580589c000000,1
80858058a4000000,1
80858058ac000000,1
80858058b4000000,1
80858058bc000000,1
80858058c4000000,1
80858058cc000000,1
80858058d4000000,1
80858058dc000000,1
80858058e4000000,1
80858058ec000000,1
80858058f4000000,1
80858058fc000000,1
8085805904000000,1
808580590c000000,1
8085805914000000,1
808580591c000000,1
8085805924000000,1
808580592c000000,1
8085805934000000,1
808580593c000000,1
8085805944000000,1
808580594c000000,1
808580595c000000,1
8085805964000000,1
808580596c000000,1
8085805974000000,1
808580597c000000,1
8085805984000000,1
808580598c000000,1
8085805994000000,1
808580599c000000,1
80858059a4000000,1
80858059ac000000,1
80858059b4000000,1
80858059bc000000,1
80858059c4000000,1
80858059cc000000,1
80858059d4000000,1
80858059dc000000,1
80858059e4000000,1
80858059ec000000,1
80858059f4000000,1
80858059fc000000,1
8085805a04000000,1
8085805a0c000000,1
8085805a14000000,1
8085805a1c000000,1
8085805a24000000,1
8085805a2c000000,1
8085805a3c000000,1
8085805a44000000,1
8085805a5c000000,1
8085805a64000000,1
8085805a6c000000,1
8085805a74000000,1
8085805a7c000000,1
8085805a84000000,1
8085805a8c000000,1
8085805a94000000,1
8085805a9c000000,1
8085805aa4000000,1
8085805aac000000,1
8085805ab4000000,1
8085805abc000000,1
8085805ac4000000,1
8085805acc000000,1
8085805ad4000000,1
8085805adc000000,1
8085805ae4000000,1
8085805aec000000,1
8085805af4000000,1
8085805c0c000000,1
8085805c14000000,1
8085805c1c000000,1
8085805c24000000,1
8085805c2c000000,1
8085805c34000000,1
8085805c3c000000,1
8085805c44000000,1
8085805c4c000000,1
8085805c54000000,1
8085805c5c000000,1
8085805c64000000,1
8085805c6c000000,1
8085805c74000000,1
8085805c7c000000,1
8085805c84000000,1
8085805c8c000000,1
8085805c94000000,1
8085805c9c000000,1
8085805cb4000000,1
8085805cbc000000,1
8085805cc4000000,1
8085805ccc000000,1
8085805cd4000000,1
8085805cdc000000,1
8085805ce4000000,1
8085805cec000000,1
8085805cf4000000,1
8085805cfc000000,1
8085805d04000000,1
8085805d0c000000,1
8085805d14000000,1
8085805d1c000000,1
8085805d24000000,1
8085805d2c000000,1
8085805d34000000,1
8085805d3c000000,1
8085805d44000000,1
8085805d4c000000,1
8085805d54000000,1
8085805d5c000000,1
8085805d64000000,1
8085805d6c000000,1
8085805d74000000,1
8085805d7c000000,1
8085805d84000000,1
8085805d8c000000,1
8085805d94000000,1
8085805d9c000000,1
8085805da4000000,1
8085805dac000000,1
8085805db4000000,1
8085805dbc000000,1
8085805dc4000000,1
8085805dcc000000,1
8085805dd4000000,1
8085805ddc000000,1
8085805de4000000,1
8085805dec000000,1
8085805df4000000,1
8085805dfc000000,1
8085805e04000000,2
8085805e0c000000,2
8085805e14000000,2
8085805e1c000000,2
8085805e24000000,2
8085805e2c000000,1
8085805e34000000,1
8085805e3c000000,2
8085805e44000000,1
8085805e4c000000,1
8085805e54000000,1
8085805e5c000000,1
8085805e64000000,1
8085805e6c000000,2
8085805e74000000,2
8085805e7c000000,1
8085805ec4000000,1
8085805ecc000000,1
8085805ed4000000,1
8085805edc000000,1
8085805ee4000000,2
8085805ef4000000,1
8085805efc000000,1
8085805f04000000,2
8085805f0c000000,2
8085805f14000000,2
8085805f1c000000,2
8085805f24000000,2
8085805f2c000000,1
8085805f34000000,1
8085805f3c000000,2
8085805f44000000,2
8085805f4c000000,1
8085805f54000000,1
8085805f5c000000,1
8085805f64000000,2
8085805f6c000000,2
8085805f74000000,2
8085805f7c000000,2
8085805f84000000,2
8085805f8c000000,1
8085805f94000000,1
8085805f9c000000,1
8085805fa4000000,1
8085805fac000000,1
8085805fb4000000,1
8085805fbc000000,1
8085805fc4000000,1
8085805fcc000000,1
8085805fd4000000,1
8085805fdc000000,1
8085805fe4000000,1
8085805fec000000,1
8085805ff4000000,1
8085805ffc000000,1
8085806004000000,1
808580600c000000,1
8085806014000000,1
808580601c000000,1
8085806024000000,1
808580602c000000,1
8085806034000000,1
808580603c000000,1
8085806044000000,1
808580604c000000,1
8085806054000000,1
808580605c000000,1
8085806064000000,1
808580606c000000,1
8085806074000000,1
808580607c000000,1
8085806084000000,1
808580608c000000,1
8085806094000000,1
808580609c000000,2
80858060a4000000,2
80858060ac000000,2
80858060b4000000,2
80858060bc000000,2
80858060c4000000,1
80858060cc000000,2
80858060d4000000,1
80858060dc000000,1
80858060e4000000,1
80858060ec000000,1
80858060f4000000,1
80858060fc000000,1
8085806104000000,1
808580610c000000,1
8085806114000000,1
808580611c000000,1
8085806124000000,1
808580612c000000,1
8085806134000000,1
808580613c000000,1
8085806144000000,1
808580614c000000,1
8085806154000000,1
808580615c000000,1
8085806164000000,1
808580616c000000,1
8085806174000000,1
808580617c000000,1
8085806184000000,1
808580618c000000,2
8085806194000000,1
808580619c000000,1
80858061a4000000,1
80858061ac000000,1
80858061b4000000,1
80858061bc000000,1
80858061c4000000,1
80858061cc000000,1
80858061d4000000,1
80858061dc000000,2
80858061e4000000,2
80858061ec000000,1
80858061f4000000,2
80858061fc000000,3
8085806204000000,3
808580620c000000,3
8085806214000000,2
808580621c000000,2
8085806224000000,2
808580622c000000,2
8085806234000000,2
808580623c000000,2
8085806244000000,2
808580624c000000,2
8085806254000000,2
808580625c000000,2
8085806264000000,2
808580626c000000,2
8085806274000000,3
808580627c000000,4
8085806284000000,4
808580628c000000,3
8085806294000000,3
808580629c000000,4
80858062a4000000,4
80858062ac000000,4
80858062b4000000,3
80858062bc000000,3
80858062c4000000,3
80858062cc000000,3
80858062d4000000,2
80858062dc000000,3
80858062e4000000,3
80858062ec000000,3
80858062f4000000,3
80858062fc000000,3
8085806304000000,2
808580630c000000,2
8085806314000000,3
808580631c000000,3
8085806324000000,3
808580632c000000,2
8085806334000000,2
808580633c000000,3
8085806344000000,2
808580634c000000,2
8085806354000000,2
808580635c000000,2
8085806364000000,1
808580636c000000,1
8085806374000000,2
808580637c000000,1
8085806384000000,1
808580638c000000,1
8085806394000000,1
808580639c000000,1
80858063a4000000,2
80858063ac000000,2
80858063b4000000,2
80858063bc000000,2
80858063c4000000,1
80858063cc000000,2
80858063d4000000,1
80858063dc000000,1
80858063e4000000,1
80858063ec000000,1
80858063f4000000,1
80858063fc000000,1
8085806404000000,1
808580640c000000,1
8085806414000000,1
808580641c000000,1
8085806424000000,1
808580643c000000,1
8085806444000000,1
808580645c000000,1
8085806464000000,1
808580646c000000,1
8085806474000000,1
808580647c000000,1
8085806484000000,1
808580648c000000,1
8085806494000000,1
808580649c000000,1
80858064a4000000,1
80858064ac000000,2
80858064f4000000,1
808580662c000000,1
8085806634000000,1
80858066a4000000,1
80858066ac000000,1
80858066b4000000,1
80858066bc000000,1
80858066c4000000,1
80858066cc000000,1
80858066d4000000,1
808580670c000000,1
8085806714000000,1
808580672c000000,1
8085806734000000,2
808580673c000000,1
8085806744000000,1
808580674c000000,2
8085806754000000,2
808580675c000000,1
8085806764000000,1
808580676c000000,1
8085806774000000,1
808580677c000000,1
8085806784000000,1
808580678c000000,1
8085806794000000,1
808580679c000000,1
80858067a4000000,1
80858067bc000000,1
80858067c4000000,1
80858067cc000000,1
80858067d4000000,1
80858067dc000000,1
80858067e4000000,1
80858067ec000000,1
80858067f4000000,1
80858067fc000000,1
8085806804000000,1
808580680c000000,1
8085806814000000,1
808580681c000000,1
8085806844000000,1
8085806854000000,1
808580685c000000,1
8085806864000000,1
808580686c000000,1
8085806874000000,1
808580687c000000,1
8085806884000000,1
808580688c000000,1
8085806894000000,1
808580689c000000,1
80858068bc000000,1
80858068c4000000,1
80858068dc000000,1
80858068e4000000,1
80858068ec000000,1
80858068f4000000,1
80858068fc000000,1
8085806c2c000000,1
8085806c34000000,1
8085806c3c000000,1
8085806c44000000,1
8085806c4c000000,1
8085806c54000000,1
8085806c5c000000,1
8085806c64000000,1
8085806c6c000000,1
8085806c8c000000,1
8085806c94000000,1
8085806cb4000000,1
8085806cbc000000,1
8085806cc4000000,1
8085806ccc000000,1
8085806cd4000000,1
8085806cdc000000,1
8085806ce4000000,1
8085806cec000000,1
8085806cf4000000,1
8085806cfc000000,1
8085806d04000000,1
8085806d0c000000,1
8085806d14000000,1
8085806d1c000000,1
8085806d24000000,1
8085806d2c000000,1
8085806d34000000,1
8085806d3c000000,1
8085806d44000000,1
8085806d4c000000,1
8085806d54000000,1
8085806d5c000000,1
8085806d64000000,1
8085806d6c000000,1
8085806d74000000,1
8085806d7c000000,1
8085806d84000000,1
8085806d8c000000,1
8085806d94000000,1
8085806d9c000000,1
8085806da4000000,1
8085806dac000000,1
8085806db4000000,1
8085806dbc000000,1
8085806dc4000000,1
8085806dcc000000,1
8085806dd4000000,1
8085806ddc000000,1
8085806de4000000,1
8085806dec000000,1
8085806df4000000,1
8085806dfc000000,1
8085806e04000000,1
8085806e0c000000,1
8085806e14000000,1
8085806e1c000000,1
8085806e24000000,1
8085806e2c000000,1
8085806e3c000000,1
8085806e6c000000,1
8085806e74000000,1
8085806e7c000000,1
8085806fd4000000,1
808580700c000000,1
8085807014000000,1
8085807024000000,1
808580702c000000,1
8085807034000000,1
808580703c000000,1
8085807044000000,1
808580704c000000,1
8085807054000000,1
808580705c000000,1
8085807064000000,1
808580706c000000,1
8085807074000000,1
808580707c000000,1
8085807084000000,1
808580708c000000,1
8085807094000000,1
808580709c000000,1
80858070a4000000,2
80858070ac000000,2
80858070b4000000,2
80858070bc000000,1
80858070c4000000,1
80858070cc000000,1
80858070d4000000,1
80858070dc000000,1
80858070e4000000,1
80858070ec000000,1
80858070f4000000,1
80858070fc000000,1
8085807104000000,1
808580710c000000,1
8085807114000000,1
808580711c000000,1
8085807124000000,1
808580712c000000,1
8085807134000000,1
808580713c000000,1
8085807144000000,1
808580714c000000,1
8085807154000000,1
808580715c000000,1
8085807164000000,1
808580716c000000,1
8085807174000000,1
808580717c000000,1
8085807184000000,1
808580718c000000,1
8085807194000000,1
808580719c000000,1
80858071a4000000,1
80858071ac000000,1
80858071b4000000,1
80858071bc000000,1
80858071c4000000,1
80858071cc000000,1
80858071d4000000,1
80858071dc000000,1
80858071e4000000,1
80858071ec000000,1
80858071f4000000,1
80858071fc000000,1
8085807204000000,1
808580720c000000,1
8085807214000000,1
808580721c000000,1
8085807224000000,1
808580722c000000,1
8085807234000000,1
808580723c000000,1
8085807244000000,1
808580724c000000,1
8085807254000000,1
808580725c000000,1
8085807264000000,1
808580726c000000,1
8085807274000000,1
808580727c000000,1
8085807284000000,1
808580728c000000,1
8085807294000000,1
808580729c000000,1
80858072a4000000,1
80858072ac000000,1
80858072b4000000,1
80858072bc000000,1
80858072c4000000,1
80858072cc000000,1
80858072d4000000,1
80858072dc000000,1
80858072e4000000,1
80858072ec000000,1
80858072f4000000,1
80858072fc000000,1
8085807304000000,1
808580730c000000,1
8085807314000000,1
808580731c000000,1
8085807324000000,1
808580732c000000,1
8085807334000000,1
808580733c000000,1
8085807344000000,1
808580734c000000,1
8085807354000000,1
808580735c000000,1
8085807364000000,1
808580736c000000,1
8085807374000000,1
808580737c000000,1
8085807384000000,1
808580738c000000,1
8085807394000000,1
808580739c000000,1
80858073a4000000,1
80858073ac000000,1
80858073b4000000,1
80858073bc000000,1
80858073c4000000,1
80858073cc000000,1
80858073d4000000,1
80858073dc000000,1
80858073e4000000,1
80858073ec000000,1
80858073f4000000,1
80858073fc000000,1
8085807404000000,1
808580740c000000,1
8085807414000000,1
808580741c000000,1
8085807424000000,1
808580742c000000,1
8085807434000000,1
808580743c000000,1
8085807444000000,1
808580744c000000,1
8085807454000000,1
808580745c000000,1
8085807464000000,1
808580746c000000,1
8085807474000000,1
808580747c000000,1
8085807484000000,1
808580748c000000,1
8085807494000000,1
808580749c000000,1
80858074a4000000,1
80858074ac000000,1
80858074b4000000,1
80858074bc000000,1
80858074c4000000,1
80858074cc000000,1
80858074d4000000,1
80858074dc000000,1
80858074e4000000,1
80858074ec000000,1
80858074f4000000,1
80858074fc000000,1
8085807504000000,1
808580750c000000,2
8085807514000000,2
808580751c000000,1
8085807524000000,1
808580752c000000,1
8085807534000000,1
808580753c000000,2
8085807544000000,2
808580754c000000,2
8085807554000000,2
808580755c000000,2
8085807564000000,2
808580756c000000,2
8085807574000000,2
808580757c000000,2
8085807584000000,2
808580758c000000,1
8085807594000000,1
808580759c000000,2
80858075a4000000,1
80858075ac000000,1
80858075b4000000,1
80858075bc000000,1
80858075c4000000,1
80858075cc000000,1
80858075d4000000,1
80858075dc000000,1
80858075e4000000,1
80858075ec000000,1
80858075f4000000,1
80858075fc000000,1
8085807604000000,1
808580760c000000,1
8085807614000000,1
808580761c000000,2
8085807624000000,2
808580762c000000,2
8085807634000000,2
808580763c000000,2
8085807644000000,2
808580764c000000,2
8085807654000000,2
808580765c000000,2
8085807664000000,1
808580766c000000,1
8085807674000000,1
808580767c000000,1
8085807684000000,1
808580768c000000,1
8085807694000000,1
808580769c000000,1
80858076a4000000,1
80858076ac000000,1
80858076b4000000,1
80858076bc000000,1
80858076c4000000,1
80858076cc000000,1
80858076d4000000,1
80858076dc000000,1
80858076e4000000,1
80858076ec000000,1
80858076f4000000,1
80858076fc000000,2
8085807704000000,2
808580770c000000,2
8085807714000000,2
808580771c000000,2
8085807724000000,2
808580772c000000,1
8085807734000000,2
808580773c000000,2
8085807744000000,2
808580774c000000,2
8085807754000000,2
808580775c000000,2
8085807764000000,2
808580776c000000,2
8085807774000000,2
808580777c000000,2
8085807784000000,1
808580778c000000,1
8085807794000000,2
808580779c000000,2
80858077a4000000,2
80858077ac000000,2
80858077b4000000,2
80858077bc000000,2
80858077c4000000,2
80858077cc000000,2
80858077d4000000,2
80858077dc000000,3
80858077e4000000,3
80858077ec000000,3
80858077f4000000,2
80858077fc000000,3
8085807804000000,3
808580780c000000,3
8085807814000000,3
808580781c000000,2
8085807824000000,2
808580782c000000,1
8085807834000000,2
808580783c000000,3
8085807844000000,3
808580784c000000,3
8085807854000000,3
808580785c000000,3
8085807864000000,3
808580786c000000,3
8085807874000000,4
808580787c000000,5
8085807884000000,5
808580788c000000,5
8085807894000000,5
808580789c000000,5
80858078a4000000,5
80858078ac000000,4
80858078b4000000,4
80858078bc000000,5
80858078c4000000,4
80858078cc000000,4
80858078d4000000,3
80858078dc000000,3
80858078e4000000,4
80858078ec000000,4
80858078f4000000,4
80858078fc000000,3
8085807904000000,2
808580790c000000,2
8085807914000000,2
808580791c000000,4
8085807924000000,3
808580792c000000,4
8085807934000000,4
808580793c000000,3
8085807944000000,3
808580794c000000,4
8085807954000000,4
808580795c000000,3
8085807964000000,2
808580796c000000,2
8085807974000000,2
808580797c000000,2
8085807984000000,2
808580798c000000,1
8085807994000000,2
808580799c000000,2
80858079a4000000,2
80858079ac000000,2
80858079b4000000,2
80858079bc000000,2
80858079c4000000,1
80858079cc000000,1
80858079d4000000,1
80858079dc000000,1
80858079e4000000,2
80858079ec000000,1
80858079f4000000,1
80858079fc000000,2
8085807a04000000,2
8085807a0c000000,2
8085807a14000000,1
8085807a1c000000,1
8085807a24000000,1
8085807a2c000000,2
8085807a34000000,2
8085807a3c000000,1
8085807a44000000,1
8085807a4c000000,2
8085807a54000000,1
